"José Viale Moutinho"; "1945"; ""
"Barão de Reichenau";;
"José Vicente Jorge"; "1872"; ""
"Pedro Barreiros";;
"Américo Moura";;
"Mário Montenegro";;
"Daniel Maia-Pinto Rodrigues";;
"António Manuel dos Santos Cunha";;
"Frei Gerardo de Frachet";;
"Vasco Pulido Valente"; "1941"; ""
"José António Costa Ideias";;
"Menis Koumandareas";;
"J. Ribeiro Lisboa";;
"Manuela Delgado Leão Ramos";;
"Celina Veiga de Oliveira";;
"Barbara Spaggiari";;
"António Falcão Rodrigues de Oliveira";;
"Ariane Witkowsky";;
"Nádia Batella Gotlib";;
"Piero Ceccucci";;
"Jesús Munárriz";;
"Claire Cayron";;
"Pedro Calderón de La Barca";;
"Kelly Basílio";;
"João Ferreira Duarte";;
"Manuel Fernandes de Vila Real"; "1608"; "1652"
"Max de Carvalho";;
"Margarida Reis";;
"Jorge Coelho";;
"Francisco Simões";;
"Paula Oudman";;
"Cândida Ramos";;
"Maria Fernanda Constante de Brito";;
"Stephen Muecke";;
"Michel Chandeigne";;
"Agripina Costa Marques";;
"Clara Janés";;
"Miguel Ángel Flores";;
"Edgar Prestage";;
"Juan de Luaces";;
"José Maria Viqueira";;
"Eero K. Neuvonen";;
"Ribeiro Couto";;
"Ana Paula Pinto";;
"Marcelo G. Oliveira"; "1970"; ""
"António Crespo";;
"Jean Haupt";;
"Jean Rousé";;
"Hernan Del Solar";;
"Enrique Garcia";;
"Frank R. Holliday";;
"P. Sousa Pernes";;
"Manuel Casado Nieto";;
"Gino Saviotti";;
"Roy Campbell";;
"Arne Lundgren";;
"Rui Costa";;
"Mathilde Pomès";;
"Robert Lyle";;
"Maria Luísa de Roberto";;
"Antoinette Drouet";;
"Álvaro Cardoso Gomes";;
"Adelino Gomes";;
"Joaquim Furtado";;
"Augusto Sobral";;
"Alexandre Rodrigues Ferreira"; "1755"; "1815"
"Ângela Domingues";;
"Carlos Almaça";;
"Miguel Faria";;
"Napoleão Figueiredo";;
"Graça Videira Lopes";;
"Estêvão Peres Froião"; "1305"; "?"
"João Filipe Mano";;
"Eduardo J. Nunes Pereira";;
"Benilde Saramago";;
"Anabela C. Fernandes";;
"Mário Nuno Berberan e Santos";;
"Joaquim J. Moura Ramos";;
"Adriana Veríssimo Serrão";;
"Ludwig Feuerbach";;
"André do Prado";;
"Maria Bragança";;
"Raul Sousa Machado";;
"Richard Platt";;
"Stephen Biesty";;
"VV AA";;
"Manuel Losa";;
"Albin Lesky";;
"Cláudia Gonçalves";;
"Isabel Mafra";;
"Steve Jones";;
"Geneviève Fraisse";;
"Alice Vieira"; "1943"; ""
"Pablo Neruda";;
"Alberto Dines";;
"Sara Marques Pereira";;
"J. Cândido Martins";;
"Claude-Henri Frèches";;
"Olga Maria Rebelo Lopes Moreira";;
"W. J. Nesswetha";;
"Suelly Svartman Printsak";;
"Catherine Dumas";;
"Maria Helena Padrão";;
"Laura Maria Pereira";;
"Filomena Maria Lemos";;
"Isabel Vaz Ponce de Leão";;
"Olímpio Pinheiro";;
"Maria Isabel Gomes Marques";;
"Giordano Tollardo";;
"António Barreto";;
"Manuel Alexandre Júnior"; "1936"; ""
"Yunnus A. Çengel";;
"Michael A. Boles";;
"Frederick J. Bueche";;
"William A. Nash";;
"António Gil";;
"Gonçalo M. Tavares"; "1970"; ""
"Paulo Ferreira Borges";;
"Pedro Rosa Mendes"; "1968"; ""
"Teresa Salema";;
"Eduarda Dionísio";;
"Carlos Drummond de Andrade";;
"José Rodrigues";;
"Rosa Maria Martelo"; "1957"; ""
"José Noronha";;
"José Paulo Pereira";;
"Pedro Serra";;
"Osvaldo Manuel Silvestre";;
"Simone Caputo Gomes";;
"Glória Bastos";;
"Olavo Bilac";;
"José Van Den Besselaar";;
"Charles R. Boxer";;
"Maria Manuel Lopes Cardoso";;
"Mário Garcia";;
"António Soares Amora";;
"José Gama";;
"Landeg White";;
"Olivinho Gomes";;
"Roger Bismut";;
"Vítor Neto";;
"Sarah Adamopoulos"; "1964"; ""
"LEONEL MOURA";;
"João Álvares Frovo"; "1608"; "1682"
"Frei Agostinho da Cruz"; "1590"; "1633"
"António Fernandes";;
"António da Silva Leite"; "1759"; "1833"
"Francisco Inácio Solano";;
"Zília Osório de Castro";;
"Margarida Alfacinha";;
"Gianluca Miraglia";;
"Rui Almeida Paiva";;
"Isabel Lousada";;
"Maria João da Rocha Afonso";;
"Maria Josefa Canellada";;
"Eloísa Álvarez";;
"Pilar Vásquez Cuesta";;
"Cu Wei Xiao";;
"Irene de Concepción Fernández";;
"Beatriz Real Pérez";;
"Ivana Carlsen";;
"Dumitru Alistar";;
"José Leonel Rodrigues";;
"António Porto-Além";;
"José Francisco Aranda";;
". Sainte-Beuve";;
"Alfred Grosser";;
". Novalis";;
"Saavedra Machado";;
"Jorge Barradas";;
"E. G. Ravenstein";;
"Arthur Moreler";;
"Arthur Morelet";;
"Diogo Kopke"; "1808"; "1844"
"João Pinharanda";;
"Perfecto E. Cuadrado";;
"Breyten Breytenbach";;
"Joaquim Romero Magalhães"; "1942"; ""
"Carlos Alberto Braga";;
"João Alberto Cabral Bandeira";;
"Carlos Alberto Martins Ferreira";;
"João Paulo Seara Cardoso"; "1956"; "2010"
"José Guardado Moreira";;
"Jorge Cardoso"; "1606"; "1669"
"Maria de Lurdes Correia Fernandes";;
"Abade António da Costa"; "1714"; "1780"
"Laura Luckács";;
"Cristina Robalo Cordeiro"; "1954"; ""
"Maria de Lourdes Netto Simões";;
"Lucia da Silva";;
"Sebastiana Fadda";;
"Marcello Sacco";;
"Fernando Cabrita"; "1954"; ""
"Fernando Calhau";;
"Eduardo Perestrelo";;
"António Cabrita"; "1959"; ""
"Fátima Inácio Gomes";;
"José Gabriel Pereira Bastos";;
"Rui Bernardo";;
"Artur Guilherme Carvalho";;
"Pedro Sinde"; "1972"; ""
"Helena Riausova";;
"Kristina Hering";;
"Fr. Vicente do Salvador";;
"Frei Sebastião de Paiva"; "1600"; "1659"
"Afonso Moreira da Rocha"; "1941"; ""
"Joaquim Domingues";;
"José da Silva Passos";;
"Manuel Fernandes Tomás"; "1771"; "1822"
"Jacinto de Brito Rebelo"; "1830"; "1920"
"Amélia dos Santos Lopes";;
"Margarita Drenska";;
"Alki Zei";;
"Nicolai von Schwerder-Schreiner";;
"Maribel López Habela";;
"Jose Antonio Barrivso Ovejero";;
"Antton Burgoa";;
"Rafael Chacón";;
"Francisco Villaespesa";;
"Andrés González Blanco";;
"P. Blanco Suárez";;
"Ana Côrte-Real";;
"Senem Sen";;
"Helder Moura Pereira"; "1949"; ""
"Maria Sofia Magalhães";;
"Rui Costa"; "1972"; "2012"
"João Adolfo Hansen";;
"Alcyr Pécora";;
"Victor Santos";;
"Pe. Henrique Henriques"; "1536"; "1608"
"Fernanda Câncio";;
"Quim Ferreira";;
"Sigrid Undset";;
"Ângela Leite";;
"Pere Comellas Casanova";;
"Maria de São Pedro";;
"Salvato Trigo";;
"Béatrice du Chavagnac";;
"Elizabeth Hedborg";;
"Luís Filipe Cristóvão";;
"Anthero Monteiro";;
"Abade Correia da Serra"; "1750"; "1823"
"Jorge Vaz de Carvalho";;
"Giambattista Vico";;
"Rui Cascais";;
"José Pedro Croft";;
"Noel Teles";;
"Jorge Morais";;
"Ministério da Cultura, Direcção Regional da Cultura do Norte";;
"Valeria Di Meglio";;
"António M. B. Machado Pires"; "1942"; ""
"Luís Lóia";;
"Martim de Gouveia e Sousa";;
"Romana Valente Pinho";;
"Alberto Pedroso";;
"Joaquim de Almeida Lima";;
"Mário Cabral"; "1963"; ""
"Centro de Arte Moderna / Fundação Caloute Gulbenkian";;
"Teodoro Correia"; "1890"; "?"
"Deana Barroqueiro"; "1945"; ""
"Isabel Lhano";;
"Rosa Teixeira Bastos";;
"Tito Pires";;
"Markus Sahr";;
"António Tomás";;
"Marie-Hélène Piwnick";;
"João Maria Nabais"; "1950"; ""
"Custódia Estrada";;
"César A. Anjo";;
"Karina-Mariana Todorova";;
"Plamen Ouchev";;
"Julio Cortázar";;
"Octávio Ferro";;
"Caroline Desbans";;
"María Tecla Portela Carreiro";;
"Nuno Moura"; "1970"; ""
"Vespeira";;
"João Rodrigues";;
"Rosa Ramalho";;
"Dumba-Va- Tembo";;
"Raul Vitorino Rodrigues";;
"Cândido Costa Pinto";;
"Victor Brauner";;
"Claude Simon";;
"José Ribeiro e Castro";;
"Francisco Proença Garcia";;
"André Freire";;
"António de Araújo";;
"Cristina Leston- Bandeira";;
"Marina Costa Lobo";;
"Pedro Magalhães";;
"Patrícia Ferraz de Matos";;
"Cláudia Castelo"; "1970"; ""
"Castro Rodrigues";;
"Daniel de Morais";;
"Eduardo Alberto Ferro Rodrigues"; "1925"; "2006"
"Maria Natália Duarte Silva";;
"Luís Krus";;
"Amélia Andrade";;
"Isabel Alçada"; "1950"; ""
"Fernando Rosas"; "1946"; ""
"José Stichini Vilela";;
"António Manuel Hespanha"; "1945"; ""
"Mestre Manuel Fernandes";;
"Frei João da Póvoa"; "1439"; "1506"
"Filipe Nery Xavier"; "1801"; "1875"
"Cláudio Lagrange Monteiro de Barbuda"; "1803"; "1845"
"L. V. Nekrassov";;
"Pedro de Freitas Branco"; "1967"; ""
"Teresa Tudela";;
"Baltazar Terlica";;
"António Pedro Mesquita"; "1961"; ""
"Pedro Caridade de Freitas";;
"João Leal"; "1954"; ""
"Maria Antónia Goes";;
"Pedro Castelo Branco Chaves";;
"Base de Dados de Autores Portugueses .";;
"BASE DE DADOS DE AUTORES PORTUGUESES";;
"Isabel Ruth";;
"Miguel Gonçalves Mendes";;
"Ana Paula Inácio";;
"Gabriel Lobo Fialho";;
"Enrique Nogueras";;
"Davide Bigalli";;
"João Viegas";;
"Sónia Neto";;
"Georges Güntert";;
"Silvano Peloso";;
"António Lopes"; "1926"; "2007"
"Pedro Pinheiro"; "1939"; ""
"Claude Barrousse";;
"Raymond Cantel";;
". Saki";;
"Patrícia Anne Odber de Baubeta";;
"Lu Ping Yi";;
"Vlasta Dufková";;
"Jirí Pelán";;
"D. Frei Caetano Brandão"; "1740"; "1805"
"Helena Nascimento";;
"Jean-Arthur Rimbaud";;
"Ilda David";;
"Antonin Artaud";;
"Simon Watson Taylor";;
"Alexandra Silvano";;
"Carlos Calvet";;
"João Artur Silva";;
"João Moniz Pereira";;
"Manuel D'Assumpção";;
"Gonçalo Duarte";;
"Luis Buñuel";;
"Rui Cóias"; "1966"; ""
"João Nogueira";;
"Adriana Nunes";;
"Vivette Desbans";;
"Michel Legaud";;
"Jacqueline Legaud";;
"Anne Sommermeyer";;
"Claude Duval";;
"Jacqueline Yvés";;
"Diogo de Carvalho e Sampaio"; "1750"; "?"
"João Elói (ou Eloy) Vidal do Amaral"; "1880"; "1961"
"Margarida Marques";;
"Miguel Carvalho";;
"Goetschel Roland";;
"Guttmann Jacob";;
"Pedro Gamboa";;
"Bernardo de Vasconcelos e Sousa"; "1957"; ""
"José Miguel Sardica";;
"Carlos Coelho Maurício";;
"António Mota Redol";;
"Duarte Ivo Cruz"; "1941"; ""
"António Azevedo";;
"Anna Klobucka";;
"Miriam Cyr";;
"Lourença Baldaque";;
"Ana Maria Costa Lopes";;
"José Lamego";;
"Miguel de Cervantes";;
"Ana Cristina Oliveira";;
"Rui Romão";;
"Golgona Anghel";;
"Enrique Trogal";;
"José Luis Puerto";;
"Jean-Pierre Léger";;
"Manuel de Freitas"; "1972"; ""
"José Pedro Serra";;
"José Cândido de Oliveira Martins";;
"Amadeu Baptista"; "1953"; ""
"Irene Flunser Pimentel"; "1950"; ""
"Carlos Ademar"; "1960"; ""
"Francisco José Pereira ALVES";;
"João Céu e Silva"; "2013"; ""
"Armindo Augusto";;
"Carlos Carranca";;
"Linhares Filho";;
"António Freire";;
"Gil Castro";;
"Bernardino Graña Villar";;
"Jesús Herrero";;
"Pe. Braz da Costa de Mendonça";;
"Sebastião Xavier Botelho"; "1768"; "1840"
"Pedro José Constâncio"; "1778"; "1828"
"Homem Pessoa";;
"Francisco Eugénio dos Santos Tavares";;
"Ivo Castro";;
"Gabriel Magalhães"; "1965"; ""
"Filipa Martins";;
"Carlos Geadas";;
"Mário Vieira de Carvalho";;
"Zé Pedro";;
"João da Câmara Leme"; "1934"; "1984"
"Graça Costa Cabral";;
"Artur Guerra";;
"Fernando Morán";;
"Lucien Sfez";;
"João Paz";;
"Michel Serres";;
"Pierre Pierrard";;
"Leonor Praça"; "1936"; "1971"
"Salomé de Almeida"; "1893"; ""
"Maria Elisa Nery de Oliveira";;
"Isabel Maria Vaz Raposo (Bió)";;
"Sílvia Montarroyos"; "1945"; ""
"Eurico Baptista";;
"Luís Carmelo"; "1954"; ""
"Américo Guerreiro de Sousa"; "1942"; ""
"Maria Helena Malheiros";;
"Fernando Bento";;
"Jorge Palha";;
"Leonor Machado";;
"Mário César Lugarinho";;
"Michele Iacocca";;
"Maria Keil"; "1914"; "2012"
"Benzion Netanyahu";;
"Elias Lipiner";;
"Chantal Tiberghien";;
"Michael Wolfers";;
"Carlos Torres Figueiredo"; "1968"; ""
"Laurinda Bom";;
"Annie de Faria";;
"Filomena Marona Beja"; "1944"; ""
"Mendo Castro Henriques";;
"Lucília Verdelho da Costa";;
"Manuel da Costa e Melo"; "1913"; "2002"
"António Manuel Venda"; "1968"; ""
"José Esteves Pereira";;
"Marion Ehrardt";;
"Pe. Tomás Pereira"; "1645"; "1708"
"Rodrigo Ferreira da Costa"; "1776"; "1825"
"João Alfacinha da Silva (Alface)"; "1949"; ""
"Ana Maria Vilhena";;
"José Ribeiro Ferreira";;
"Afonso Alegre Duarte";;
"Carlos Marreiros";;
"Fernando Mão de Ferro";;
"Henrique Risques Pereira";;
"Pedro Oom";;
"Henrique Tavares";;
"José Manuel Pressler";;
"Fernando Grade";;
"José Pierre";;
"Octavio Paz";;
"Marie José Paz";;
"Bernardo Pinto de Almeida"; "1954"; ""
"Guilherme Carmelo";;
"C. F. Ramuz";;
"António Lampreia";;
"Mariana Sim-Sim";;
"Paulo da Costa Domingos"; "1953"; ""
"Jonathan Griffen";;
"Jean R. Longland";;
"James Laughlin";;
"José Sarmento";;
"Orlando Alves Pereira de Carvalho";;
"João Cabrita";;
"G. Tolentino";;
"Ramón Nicolás";;
"Antonia Peeva";;
"Vincenzo Russo";;
"Fernando Alvim";;
"Federica Barbi";;
"Ana Nobre de Gusmão"; "1952"; ""
"John Lennon";;
"João Manuel Nunes Torrão";;
"Joaquim Mendes de Castro";;
"Adelino Carvalhosa";;
"Henry R. Larg";;
"Armando Luís de Carvalho Homem";;
"André Murraças";;
"José Prata";;
"Carlos Azevedo";;
"Paulo Kellerman"; "1974"; ""
"José Luís Cardoso";;
"Vítor Viçoso"; "1943"; ""
"Maria do Rosário Cunha Guimarães";;
"Jorge Pais de Sousa";;
"Carlos Pinto Coelho"; "1944"; "2010"
"Rosa Abelaira"; "1949"; ""
"Antón Piñeiro";;
"Xavier Frias";;
"Josep A. Vidal";;
"Goretti López";;
"Vicente Rodríguez Lamela";;
"Montserrat Mira";;
"Clerilei Bier";;
"Orietta Mori";;
"Ignacio Vázquez";;
"Maria Valupi"; "1905"; "1977"
"Paulo Tunhas";;
"Maria de Lurdes Santos Fonseca Marques";;
"Cristiana Abranches de Soveral e Paszkiewicz";;
"José M. C. Belo";;
"Antero da Silva Ricardo";;
"José Maurício de Carvalho";;
"Manuel Guedes da Silva Miranda";;
"Sérgio Luís de Carvalho"; "1959"; ""
"Alva Martinez Teixeiro";;
"Roberto Mulinacci";;
"J. E. Moreirinhas Pinheiro";;
"Maria de Fátima Martins de Jesus";;
"A. Cabrita";;
"Estela Couto Berger";;
"Antoni Xumet Rosselo";;
"Dean Trdak";;
"François Rosso";;
"Piet Janssen";;
"Tarja Harkonen";;
"Desislava Dimitrovova";;
"João Lopes Marques";;
"Jesús Losada";;
"Carlos Pessoa";;
"Vicente Alves do Ó";;
"João Décio";;
"Onofre de Freitas";;
"Jose Luis Gavilanes Laso";;
"Mark Twain";;
"Celeste Natário"; "1958"; ""
"Erika Farny";;
"Mariane Plode Hanganu";;
"Graça dos Santos";;
"Marco Fortunato Arrifes";;
"Pedro Canais";;
"Pedro Ludgero";;
"António Moniz";;
"Inês Bolinhas";;
"Ana Maria da Silva Valente";;
"Walter Benjamin";;
"Inês Ribeiro Ferreira";;
"Joana Quaresma Luís";;
"Immanuel Kant";;
"Hümmerich Franz";;
"Abel Neves"; "1956"; ""
"Afonso de Melo";;
"José Couto Nogueira";;
"Joel Neto"; "1973"; ""
"José António Saraiva";;
"Júlio Machado Vaz";;
"Leonardo Ralha";;
"Margarida Gonçalves Marques";;
"Marta Gautier";;
"Nelson Saúte";;
"Paulo Nogueira";;
"Sofia Sá da Bandeira";;
"Julio Payot";;
"Soares Rocha";;
"João Morais Barbosa"; "1991"; "?"
"Joaquim Chorão Lavajo";;
"Mário Santiago de Carvalho";;
"Gualberto Gonçalves Silva";;
"Fausto Quintas";;
"José Dias de Sousa";;
"António Ferra"; "1947"; ""
"Sérgio Godinho"; "1945"; ""
"Caetano Ferreira";;
"Maria Natália Lima";;
"Maria Teresa Maia Gonzalez";;
"Violeta Figueiredo"; "1947"; ""
"Alexandre Honrado"; "1960"; ""
"Maria Gabriela Bragança";;
"Ana Meireles"; "1952"; ""
"Luís da Silva Pereira";;
"Carla Oliveira";;
"Ernst Ludwig Gerber";;
"Catarina Nunes de Almeida"; "1982"; ""
"Joana Serrado";;
"António Borges de Carvalho"; "1941"; ""
"Maria da Graça Amaral da Costa";;
"Marta Lança";;
"Jácome Carvalho do Canto"; "1623"; "?"
"Paula Lemos";;
"Maria Manuel Baptista";;
"Dora Nunes Gago"; "1972"; ""
"Sottomayor Cardia"; "1941"; "2006"
"Luísa Costa Hölzl";;
"Michael von Killisch-Horn";;
"Sven Limbeck";;
"Celeste Malpique";;
"Renato Nunes";;
"Jean-Claude Masson";;
"Adri Boon";;
"Luciano Mallozzi";;
"José Maria Vieira Mendes"; "1976"; ""
"Maria Olinda Rodrigues Santana";;
"Rui Herbon"; "1972"; ""
"Antonietta Pinamonti";;
"Carlos Vale Ferraz"; "1946"; ""
"Zulmira Santos";;
"João Freire";;
"Orlando Ferreira Barros"; "1942"; ""
"Diogo Gomes Carneiro"; "1618"; "1676"
"Monica Bense";;
"Carlos Acevedo";;
"Manuel da Silva Ramos"; "1947"; ""
"João Gonçalves da Câmara"; "1414"; "1501"
"D. Fernando Coutinho"; "1420"; ""
"Jota Matos";;
"João Cutileiro";;
"Vitorino Martins";;
"Alberto Óscar Pereira de Moura";;
"Lucindo Ribeiro Cardoso";;
"Horácio Tavares de Carvalho";;
"José Maria Pereira Ventura";;
"André Baldaia";;
"Dareb Orpasob";;
"Pedro Barbosa";;
"Elsa Rodrigues dos Santos";;
"Haroldo Maranhão";;
"Charles Burney";;
"Eugénio de Amorim";;
"José Santa Bárbara";;
"James Gibbs";;
"Alberto Correia"; "1942"; ""
"Artur Correia";;
"Rui Godinho";;
"Maria Manuela Alves";;
"António Mouta";;
"João Ramalho Santos"; "1966"; ""
"Afonso de Aboim";;
"Eduardo Guerra Carneiro"; "1942"; "2004"
"José Manuel Saraiva";;
"Xavier de Castro";;
"Francisco Martins Rodrigues"; "1927"; "2008"
"Tiago Rebelo"; "1964"; ""
"Paulo Borges";;
"Zilda Cardoso";;
"Sebastião Gonçalves"; "1557"; "1619"
"Ricardo Adolfo"; "1974"; ""
"Sérgio Nazar David";;
"Álvaro Abranches"; "1485"; "1563"
"Aleixo de Abreu"; "1586"; "1630"
"Antonio Sáez Delgado";;
"Brás Luís de Abreu"; "1692"; "1756"
"Cristóvão Soares de Abreu"; "1601"; "1684"
"José Eduardo Franco"; "1969"; ""
"Teresa Ferrer Passos"; "1948"; ""
"Maria Isabel Morán Cabanas";;
"João de Abreu"; "1455"; "1516"
"João Manuel de Abreu"; "1757"; "1818"
"Adelina Velho da Palma"; "1954"; ""
"Rui Grácio"; "1960"; ""
"José Rodrigues de Abreu"; "1682"; "1752"
"Sebastião de Abreu"; "1595"; "1674"
"Vasco Gomes de Abreu";;
"Manuel António Janeiro Acabado"; "1888"; "1970"
"Carlos Machado"; "1954"; ""
"João Pinheiro Freire da Cunha"; "1738"; "1811"
"Pe. Lourenço de Aguilar"; "1612"; "1676"
"Claude Maffre";;
"Brígida de Alarcão"; "1572"; "1622"
"Rui de Figueiredo de Alarcão";;
"Caetano Alberto"; "1843"; "1924"
"Ondjaki"; "1977"; ""
"José Andrés Vasquéz";;
"Frei Máximo de Aljubarrota";;
"D. Francisco de Almeida"; "1450"; "1510"
"Francisco José de Lacerda e Almeida"; "1753"; "1798"
"Clifford E. Landers";;
"Vittoria Martinetto";;
"Roberto Francavilla";;
"2º. Marquês de Ávila e Bolama"; "1842"; "1917"
"António Louçã";;
"Isabelle Paccaud";;
"Branca Álvares";;
"Pe. Manuel Álvares"; "1573"; "1619"
"João Ubaldo Ribeiro";;
"Frei Martinho do Amor de Deus"; "1749"; "?"
"Ana Brilha";;
"Rui Guilherme Figueiredo da Silva";;
"Isabel de Castro e Andrade"; "1530"; "1595"
"José Inácio de Andrade"; "1780"; "1863"
"António Nunes";;
"Filipe Faria"; "1982"; ""
"Helena Simas"; "1977"; ""
"Barbara Mesquita";;
"Rute Figueiredo";;
"Ana Paula Costa";;
"Pe. António Araújo"; "1632"; "?"
"Ana Paula Arnaut"; "1964"; ""
"Fernando Gómez Aguilera";;
"Jerónimo Contador de Argote"; "1676"; "1749"
"Pedro Páez"; "1564"; "1622"
"António José da Costa Araújo";;
"João Salgado de Araújo";;
"Beatriz de Ataíde";;
"D. António de Ataíde"; "1567"; "1647"
"Fernando de Ataíde";;
"Nuno Fernandes de Ataíde"; "1470"; "1516"
"Frei Afonso da Atouguia";;
"Caldas Aulete"; "1826"; "1878"
"Joaquim Castro Caldas"; "1956"; "2008"
"Luís Avelar";;
"José de Sousa Azevedo"; "1753"; "1830"
"Luís Marinho de Azevedo"; "1652"; "?"
"Fr. António Bacelar";;
"Zenóbia Collares Moreira";;
"Maria Luísa Malato da Rosa Borralho";;
"Isidoro Emilio Baptista"; "1815"; "1863"
"Sóror Maria do Baptista"; "1570"; "1559"
"Edmundo Rocha";;
"Francisco Soares";;
"Moisés Fernandes";;
"António de Abreu Freire"; "1943"; ""
"Teresa Font"; "1957"; ""
"Xavier Zarco"; "1968"; ""
"Martz Inura"; "1945"; ""
"Rui Barreto"; "1475"; "1521"
"António Vieira Nunes"; "1937"; ""
"Helena Margarida Mendes Ferrão Simões Patrício";;
"Maria Joaquina Esteves Feijão";;
"Frei António de Beja"; "1493"; ""
"Soror Isabel do Menino Jesus"; "1673"; "1773"
"João Tordo"; "1975"; ""
"João Bermudes";;
"Manuel Loff"; "1965"; ""
"D. Maria de Bobadilha";;
"Joana Marques de Almeida";;
"Renato Figueiredo"; "1920"; "2008"
"Jesús Cobo";;
"Amadeu de Carvalho Homem"; "1945"; ""
"D. Branca";;
"Jaime Duarte de Almeida";;
"Frei António Brandão"; "1620"; "1678"
"Fernão Brandão"; "1528"; "?"
"Frei Gaspar Brandão"; "1626"; "1682"
"Daniel Jonas"; "1973"; ""
"Francisco Camacho"; "1969"; ""
"Maria Helena Santana";;
"Carlos Ascenso André"; "1953"; ""
"Marcelo Matias"; "1903"; "1999"
"Maria Teresa Planadevall";;
"Manuel A. Ribeiro Rodrigues";;
"Félix de Avelar Brotero"; "1744"; "1828"
"Cristina Castel-Branco";;
"José Maria de Avelar Brotero"; "1798"; "1873"
"José Pereira de Sampaio";;
"Maria Amélia Campos"; "1946"; ""
"Fernanda Damas Cabral"; "1945"; ""
"Maria do Sameiro Barroso"; "1951"; ""
"Maria Filomena Cabral"; "1944"; ""
"Leocádia Regalo"; "1950"; ""
"Domingos Lucas Dias";;
"Maria Cristina de Castro-Maia de Sousa Pimentel";;
"Adriana Silva Graça";;
"Bertrand Russell";;
"Heródoto";;
"Maria de Fátima Sousa e Silva";;
"Yves Gingras, Peter Keating e Camille Limoges";;
"Ângelo dos Santos Pereira";;
"Bibi Perestrelo";;
"César Magarreiro"; "1964"; ""
"Fernando Dinis"; "1976"; ""
"João Rebocho";;
"Pe. Luís Caldeira"; "1617"; "1684"
"Gregório Martins Caminha";;
"Kathryn Bishop-Sanchez";;
"Patrícia Portela"; "1974"; ""
"João Carneiro"; "1947"; "1992"
"Margarida Botelho"; "1979"; ""
"Manuela de Sousa Marques"; "1924"; ""
"Ruth Navas"; "1957"; ""
"D. Gonçalo de Castel-Branco"; "1430"; ""
"D. João de Castel-Branco";;
"Rui Gonçalves de Castel-Branco";;
"D. Martinho de Castel-Branco"; "1456"; "1527"
"D. José de Sousa Castelo Branco"; "1654"; "1746"
"Louise Delapierre";;
"Blaise Cendrars";;
"Ricardo António Alves"; "1964"; ""
"Filipe Nunes Vicente"; "1966"; ""
"João Paulo Silvestre";;
"Luís Teodoro de Freitas e Costa"; "1854"; "1908"
"Diogo Crespo"; "1903"; "1967"
"Tristão da Cunha"; "1540"; "?"
"Vicent Berenguer";;
"Maria Lívia Marchon";;
"Marina de Almeida Ribeiro";;
"Irwin Stern";;
"José Custódio de Faria"; "1756"; "1818"
"Pedro Lains"; "1959"; ""
"João Fogaça"; "1440"; ""
"Tristão Fogaça"; "1508"; "?"
"João Lobo Antunes"; "1944"; ""
"António Gancho"; "1940"; "2006"
"Ana Simões";;
"Ana Carneiro";;
"Maria Paula Diogo";;
"Álvaro Pina"; "1942"; ""
"Giovanni Ricciardi";;
"Manuela Câncio Reis";;
"Vera Sousa Silva"; "1974"; ""
"A. Balbino de Carvalho"; "1905"; ""
"Paulo Renato Trincão";;
"Cristina Isabel de Melo";;
"Alice Raillard";;
"António dos Reis Rodrigues"; "1918"; "2009"
"Cláudio Lima"; "1943"; ""
"Amândio de Sousa Vieira";;
"Álvaro Lapa"; "1939"; "2006"
"Gabriel Augusto Coelho Magalhães";;
"Martim Afonso de Melo"; "1612"; "1684"
"D. João de Meneses"; "1460"; "1522"
"Pierrette Chalendar";;
"Gérard Chalendar";;
"Miguel Baptista Pereira"; "1929"; "2007"
"Pedro Almeida Vieira"; "1969"; ""
"Mafalda Moutinho";;
"Rui Machado"; "1966"; ""
"Spyros Pantelakis";;
"Tiago Patrício"; "1979"; ""
"Nilda Villar Rodríguez";;
"João Hoffman"; "1981"; ""
"Margarida Araújo"; "1979"; ""
"orhan pamuk";;
"João Maria dos Reis Pereira"; "1922"; "2009"
"Adelaide Cabete"; "1867"; "1935"
"Neno Vasco"; "1878"; "1920"
"José Carlos Barros"; "1963"; ""
"Maria Veleda"; "1871"; "1955"
"Joaquim Figueira Mestre"; "1955"; "2009"
"Maria do Rosário Machado";;
"Maria Almira Soares";;
"Ana Paula Ferreira";;
"José Carrilho Videira";;
"Manuel Ferreira Patrício"; "1938"; ""
"Arnaldo Cardoso Pinho";;
"António Reis"; "1948"; ""
"Arménio Vieira"; "1941"; ""
"Fernando Mendonça Fava";;
"Mário Carneiro";;
"Carlos Ferrão"; "1898"; "1979"
"Alexandre Samis";;
"J. Mendes Rosa";;
"Dulce Maria Cardoso"; "1964"; ""
"Rebeca Hernández";;
"Adolfo Lima"; "1874"; "1943"
"Vera Vouga"; "1954"; "2008"
"José Cutileiro"; "1934"; ""
"Maria António Fiadeiro";;
"Luísa V. de Paiva Boléo";;
"Astrid Schoregge";;
"Sven Limbeck";;
"Valentin de Pedro";;
"Daniele Petruccioli";;
"Marta Ferré Freiras-Morna";;
"Antoni Picornell Belenguer";;
"Rita Marnoto"; "1957"; ""
"Inger Midmo Alves";;
"Marques de Quintanar";;
"José A. Salvador";;
"João Afonso dos Santos";;
"Alfredo Martins"; "1939"; ""
"André Letria"; "1973"; ""
"João Caetano"; "1962"; ""
