Coimbra, Manuel José Pereira; ca 1837
Coimbra, Manuel Pedroso; fl. 1743-1765
Coimbra, Nazaré Trigo; 1959-
Coimbra, Patrícia Manuela Almeida; 1077-
Coimbra, Porto; 2008
Coimbra, Rita Maria Ferreira; 1977-
Coimbra, Sá; 1919-
Coimbra, Sérgio H.; 1962
Coimbra, Susana Maria Gonçalves; 1973-
Coimbra, Vítor Luís Martins; 1923-
Coing, Helmut; 1912-
Cointha, Jean de; fl. 15--
Coissoró, Narana; 1934-
Coito, António de Matos Fernandes; 1921-
Coito, António Garcias do; 1932-
Coito, Igídio Honorato Silveira do; ca 1816
Coito, João; 1927-2007
Coito, Sara; 1988-
Coixão, António do Nascimento Sá; 1948-
Co-lab 2000; Porto
Cola, César; 1956-
Colaço, Alexandre; 1988-
Colaço, Alexandre Rey; 1854-1928
Colaço, Alice Rey; 1893-?
Colaço, Álvaro; ca 18--
Colaço, Amadeu Feijó; 1914-
Colaço, Amélia Rey; 1898-1990
Colaço, Ana Margarida Simas Marques; 1975-
Colaço, António Bernardo; 1939-
Colaço, António Caetano Maües; 1946-
Colaço, António Francisco; 1866-1934
Colaço, António Pragal; 1963-
Colaço, António Salvador do Nascimento; 1898-1983
Colaço, Branca de Gonta; 1880-1945
Colaço, Fernando Magalhães; 1928-
Colaço, Francisco; 1943-
Colaço, Francisco Álvaro Romano; 1932-
Colaço, Gonçalo Telo de Magalhães; ca 1840
Colaço, Jorge; 1868-1942
Colaço, Jorge Pedro; ca 18--
Colaço, José Daniel; 1831-1907
Colaço, José Maria Delorme; 1815-1863
Colaço, Madalena; 1963-
Colaço, Magalhães; 1893-1931
Colaço, Maria Ana Almeida; 1971-
Colaço, Maria Rosa; 1935-2004
Colaço, Sharon; 1971-
Colaço, Sofia; 1974-
Colaço, Tomás Ribeiro; 1899-1965
Colaço, Vera Maria Portela de Herédia Lancastre Freitas; 1971-
Colaço, Vítor Manuel Leal; 1968-
Colajanni, Napoleone; 1847-1921
Colares, António; fl. 167-
Colasanti, Marina; 1937-
Colás, Francisco Libânio; ca 1830-1885
Colas, Yvonne; 1903-?
Colautti, Arturo; 1851-1914
Colbatch, John; 1664-1748
Colbert, Charles Joachim; 1667-1738
Colbert, Jacques Nicolas; 1655-1707
Colbert, Jean Baptiste; 1619-1683
Colburn, Henry; ?-1855
Colcviu António Lobo Antunes în România, Bucuresti; 2004
Colden, Cadwallader; 1688-1776
Col de Vilars, Élie; 1675-1747
Cole, Babette; 1949-
Cole, Benjamin; ?-1783
Cole, Brock; 1938-
Colectânea de Poesia Popular, 6, Vila do Bispo; 2008
Colectiva da Associação de Artistas Plásticos de Setúbal, 1; Setúbal 2001
Colectiva de Artes Plásticas, 1, Porto; 2000
Cole, George Douglas Howard; 1889-1959
Cole, John William; ?-1870
Cole, John Y.; 1940-
Colella, E. Paul; 1952-
Colen, José Barbosa; 1849-1917
Coleridge, Samuel Taylor; 1772-1834
Cole, Samuel Winkley; 1848-1926
Coles, Gertrude Mary; 1884-1946
Cole, Stephen; 1971-
Cole, Steve; 1971-
Coleti, Sebastian; fl. 1727-1741
Colet, Raymond Hippolyte; fl. 1835-1840
Colette; 1873-1954
Coletti, Francesco; 1821-1873
Cole, William; 1635-1716
Cole, William; 1919-2000
Colfer, Eoin; 1965-
Colimbriense; ca 1834
Colin, A.; fl. 1844
Colina, Jerónimo, fl. 1694; O.S.A.
Colin, Antoine; fl. 1600-1602
Colin, Charles-Amédée; 1808-1873
Colines, Simon de; fl. 1520-1546
Colin, Jean Lambert Alphonse; 1864-
Colin, Nicolas; fl. 15--
Colin, Paul; 1920-
Col, João, 1685-1767; C.O.
Colket, Meredith B.; 1912-1985
Collaert, Adriaen; ca 1560-1618
Collaert, Carolus; fl. 16--
Collaert, Hans; ?-1620
Collantes de Terán, Francisco; 1899-1977
Collazos, Óscar; 1914-1994
Collé, Charles; 1709-1783
Colle, Giovanni; 1558-1631
Collé, Joannes; 17--
Collemacine, Joan Elizabeth; 1947-
Collen, Henry; fl. 1820-1872
Cöllen, Jan; fl. 1647-1671
Collen, Thomas von herdeiros; fl. 1726
Collenucio, Pandolfo; 1444-1504
Colle, Pelligrino da; 1737-1812
Colleran, K.; 1959-
Colles, Henry Cope; 1879-1943
Collet, Henri; 1885-1951
Collet, Pierre; 1693-1770
Collette, Alexandre; 1814-1876
Collette, Carlos; ca 18--
Colleville, Conde de; 1856-1918
Collier, James Lincoln; 1928-
Collier, Paul; 1949-
Colli, Giorgio; 1917-1979
Collignon, François; 1610?-1687
Collignon François; fl. 1611-1671
Collijn, Isak; 1875-1949
Collin, A., ca 1875; S.J.
Collina, Pierluigi; 1960-
Collin, Charles René; 1827-1911
Collin de Plancy, J. A. S.; 1794-1881
Collin de Vermont, Hyacinthe; 1693-1761
Collin, Etienne; fl. 1798-1829
Collingwood, R. G.; 1889-1943
Collingwood, W. G.; 1854-1932
Collini, Giovanni Pietro; fl. 165-
Collini, Stefan; 1947-
Collin, Léopold; fl. 1804-1810
Collin, Luc; 1960-
Collin, Paul; 1843-1915
Collin, Richard; 1626-ca 1687
Collins, Andrew; 1957-
Collins, ca 1875; S.J.
Collins, Carvel; 1912-
Collins, Chris; 19---
Collins, Jackie; 1937-2015
Collins; Jim 1958-
Collins, Mabel; 1851-1927
Collins, Maria Antonieta; 1952-
Collins, Max Allan; 1948-
Collins, Michael; 1964-
Collins, Paul; 1954-
Collins, Robert; fl. 1750?-1786
Collins, Wilkie; 1824-1880
Collins, William P.; 1950-
Collis, Maurice; 1889-1973
Collison; Robert L. 1914-
Coll, José, fl. 1891; O.F.M.
Collombat, Jacques; 1668-1744
Colloque a la Recherche de la Mémoire, Paris; 1989
Colloque Ampere, 8, Lisboa; 1987
Colloque António Lobo Antunes en Roumanie, Bucarest; 2004
Colloque Archives Judiciaires et Histoire Sociale, Paris; 1988
Colloque Balzac, Paris; 1965
Colloque Bibliothèque de France, bibliothèque ouverte, Paris; 1989
Colloque Changement de Forme, Révolution, Langage, Paris; 1973
Colloque Christianisme et Révolution, Paris; 1968
Colloque d'Abidjan; 1977
Colloque de Bielefeld; 1985
Colloque de Dijon Essais sur la théologie d'Aristote; 1995
Colloque de Fontevraud; 1984
Colloque de Kandy Kandy; 1956
Colloque de la Commission VIII de l' UISPP, Vila Nova de Foz Côa; 1998
Colloque de la Fisier, Montréal; 1995
Colloque de la révolution des oeillets au 3ème millénaire, Saint-Denis; 1999
Colloque de la Societé Française des Seiziémistes, Paris; 1987
Colloque de la Société Internationale de Théâtre Médièval, 12, Lille; 2007
Colloque de la Society for the Study of the Crusades and the Latin East, 4;
Colloque de l'Association Française des Historiens des Idées Politiques, 8;
Colloque de l'Université de Liège; 1994
Colloque de Queluz; 1988
Colloque de Rouen; 1993
Colloque de Sarrians sur Anthropologie Prehistorique; 1989
Colloque des Historiens Français et Sovietiques, Paris; 1989
Colloque des Précurseurs de la Croix-Rouge, Genéve; 1988
Colloque de Strasbourg; 1955
Colloque de Strasbourg, 9; 1985
Colloque de Tours; 1983
Colloque de Vienne; 1985
Colloque d'Histoire au Présent, 5, Paris; 1989
Colloque d'Histoire Maroco-Lusitanienne, 4, Lisboa; 2008
Colloque Droit International et Droit Communautaire, Paris; 1990
Colloque du Groupe de Recherche et d'Études Nord-Américaines; 1994
Colloque du huitième centenaire, Cartago; 1998
Colloque Eça de Queirós et la Culture de Son Temps, Paris; 1988
Colloque Ethnologie du Portugal, Paris; 1992
Colloque Europeen de Psychologie et Ethique, 3, Lisbonne; 2006
Colloque Europeen sur les Archives Historiques des Banques, 4, Rome; 1994
Colloque Européen sur Les Vieillissements dans le Travail; 1991
Colloque Franco-Allemand, 25, Wiesdaden; 1988
Colloque Franco-Portugais, Talence; 1994
Colloque Histoire du Portugal, Histoire Europeenne, Paris; 1986
Colloque Histoires de la Lecture, Paris; 1993
Colloque Histoire Sociale, Histoire Global, Paris; 1989
Colloque Idéologies, Littérature et Société en Amérique Latine; 1972
Colloque Imaginaires de Guerre, Louvain-la-Neuve; 2001
Colloque Intenational de Bordeaux; 1986
Colloque Interdisciplinaire, Venise; 1971
Colloque Internacional de l'ADMEE-Europe, 22, Braga; 2010
Colloque International Amadou Mahtar M'Bow, Paris; 2011
Colloque International Amour et Mariage en Europe, Liége; 1975
Colloque International - Camões à la Renaissance, Bruxelles; 1980
Colloque International CNRS, Paris; 1991
Colloque International de Critique Textuelle Portugaise, Paris; 1981
Colloque International de la Science au Seiziéme Siécle, Royaumont; 1957
Colloque International de l'Association Internationale de Bibliologie, 21;
Colloque International de Linguistique Fonctionnelle, 19, Coimbra; 1993
Colloque International de Littérature, Bruxelles; 1998
Colloque International de Montmorency, 2; 1995
Colloque International de Phénoménologie, I, Bruxelles; 1951
Colloque International de Port-Au-Prince, Haiti; [1996?]
Colloque International de Strasbourg (25-26 octobre 2002), Strasbourg; 2002
Colloque International de Tours; 17
Colloque International d'Études Humanistes, 21, Tours; 1978
Colloque International d'Etudes Humanistes, 27; Tours
Colloque International d'Histoire Maritime, 4, Paris; 1959
Colloque International d'Histoire Maritime; 5
Colloque International d'Oñati; 1991
Colloque International du CESR 37, Paris; 1994
Colloque International Éclats d'Empire, Aix-en-Provence; 2000
Colloque Internationale de Linguistique Fonctionnelle, 22, Évora; 1998
Colloque International Être Historien Aujourd'hui, Nice; 1986
Colloque International Histoire du Livre; Göttingen 1990
Colloque International, II, Niort; 1989
Colloque International Individu et Société á la Renaissance, Bruxelles; 1965
Colloque International Italie dans L'Imaginaire Romantique. Copenhague; 2007
Colloque International l'Avenir des Grandes Bibliothèques, Paris; 1990
Colloque International Les Abolitions de l'Esclavage, Paris; 1994
Colloque International Les Femmes et la Révolution Française, Toulouse; 1989
Colloque International, Lille; 1998
Colloque International Littératures Francophones, Paris; 1999
Colloque International Penser la Société de l'Information, Tunis; 2005
Colloque International SATOR, 5, Lisbonne; 1991
Colloque International sur Façades Romanes, Poitiers; 1990
Colloque International sur la Traite des Noirs, Nantes; 1985
Colloque International sur le Génie Paraséismique, Skopje; 1964
Colloque International sur le Moyen Français, 6, Milan; 1988
Colloque International sur Les Droits de l'Homme, Paris; 1988
Colloque International sur l'Espagne des XVIe et XVIIe siécles, Sorbonne; 1982
Colloque Kierkegaard vivant, Paris; 1964
Colloque La Decouverte, le Portugal et l'Europe, Paris; 1988
Colloque L' Administration des Finances sous l'Ancien Régime, Bercy; 1996
Colloque La Femme du XVIème Siècle, 1, Puy-en-Velay; 1992
Colloque La Propriété Industrielle dans le Maché Unique Europeen, Paris; 1991
Colloque La Revolution Française Vue par les Portugais, Paris; 1989
Colloque La Société Anglaise en Guerre, Rouen; 1996
Colloque La Ville au XVI e Siècle, Puy-en-Velay; 1995
Colloque Le Baroque Litteraire, Paris; 1989
Colloque L'Éducation au XVI ème Siècle, Puy-en-Velay; 1993
Colloque Les Communications dans la Péninsule Ibérique au Moyen-Age, Pau; 1980
Colloque Les Droites et le Général de Gaulle, Nice; 1990
Colloque Les Grandes Figures Religieuses, Besançon; 1984
Colloque Le XIXe Siècle au Portugal, Paris; 1987
Colloque L' Intelligentsia Européenne en Mutation, 1850-1875, Bruxelles; 1998
Colloque Lisbonne, Paris; 2004
Colloque Littérature Orale Traditionnelle Populaire, Paris; 1986
Colloque Marie-Dominique Chenu: Moyen-Âge et Modernité, Paris; 1995
Colloque Mémoire et Enseignement de la Guerre d'Algérie, Paris; 1992
Colloque Multimédia Transmanche, Paris; 1993
Colloque Nordique et International de Byzantinologie, Upsal; 1979
Colloque Ouvert de la Commission F de l'URSI, , Aveiro; 1998
Colloque Parlementaire Européen; Strasbourg 1972
Colloque Pluridisciplinaire du G.A.P.E.R.P., 2, Lambersart; 1987
Colloque Portugal Bresil France, Histoire et Culture, 5, Paris; 1988
Colloque Portugal, Rêve et Découvertes, Paris; 2000
Colloque Poznan, 6, Strasbourg; 1990
Colloque Regional Européen 1er, Château de Ménars; 1960
Colloque Ressources Côtières et Développement Littoral Intégré, Porto; 1993
Colloque Rêves de Chrétienté, Louvain-la-Neuve; 1999
Colloque Sauvegards du Paysage et des Sites Historiques, Lisbonne; 1968
Colloques de Banff, Paris; 1972
Colloques d'Intellectuels Juifs de Langue Française, 10 et 11, Paris; 1969-1970
Colloque Section Portugaise de L'AFIRSE-AIPELF, 11, Lisboa; 2001
Colloque Section Portugaise de L'AFIRSE-AIPELF, 12, Lisbon; 2002
Colloque sur Images d'Afrique et Sciences Sociales, Ouagadugu; 1990
Colloque [sur] Innovation et Société, 3, Lisboa; 1983
Colloque sur la Création Littéraire en France au XVI e Siècle, 1; 1983
Colloque sur l'Afrique, Bonn; 1979
Colloque sur l'aide á l'Irrigation, Paris; 1982
Colloque sur la Monarchie Absolutiste et l'Histoire, Sorbonne; 1986
Colloque sur la Mosaïque Greco-Romaine, 10, Conimbriga; 2005
Colloque sur la Politique Social du Général de Gaulle, Lille; 1989
Colloque sur la Réception de Wittgenstein, Paris; 1988
Colloque sur la Renaissance, Paris; 1956
Colloque sur le Monde Animal au Temps de la Renaissance, 1, Paris; 1989
Colloque sur le Roman Portugais Contemporain, Paris; 1979
Colloque sur les Campagnes Portugaises de 1870 a 1930, Aix-en-Provence; 1982
Colloque sur les Relations Economiques Franco-Portugaises, Paris; 1969
Colloque sur l'État et Église dans la Genese de l'État Moderne, Madrid; 1984
Colloque sur l'Historiographie Médiévale en Europe, Paris; 1989
Colloque sur l'Idée de Nation, Dijon; 1986
Colloque sur Perception de la Puissance Française aux Alentours de 1900, Paris;
Colloque [sur] Racisme, Science et Pseudo-Science, Athénes; 1981
Colloque sur Religions, Laïcité, Intégration; 1991
Colloque Tolède et l'Expansion Urbaine en Espagne, Tolède, Madrid; 1988
Colloque Traduction et Didactique, Porto; 1988
Colloque Usines Agro-Alimentaires de Demain; 1987
Colloque Utopie et Socialisme au Portugal au XIXe siècle, Paris; 1979
Colloquia Humanitatis Conimbrigensia, Coimbra; 1958
Colloqui Sobre sobre Llengua i Administració, Barcelona; 1983
Colloquium Held at the Warburg Institute, Londres; 2007
Colloquium Humanitatis Conimbrigensia, 2, Coimbra; 1959
Colloquium in Memory of Jorge de Sena, Santa Barbara,CA; 1979
Colloquium on Arabic Lexicology and Lexicography, Budapest; 1993
Colloquium on Graeco-Roman Mosaics, 10, Conimbriga; 2005
Colloquium Recreational Mathematics, 3, Ponta Delgada; 2013
Colloquium van docenten in de Neerlandistiek in Zuid-Europa, Coimbra; 1996
Collotes de Jantillet, Aleixo; ?-ca 1684
Collotius, Angelus; 1517-1518
Colls, Robert; 1949-
Colluthus, Lycopolitanus; fl. 491-518
Collyer, Jaime; 1955-
Colman, John S.; 1906-
Colman, Stéphane; 1961-
Colmeiro, Miguel; 1816-1901
Colmeraueur, Anna; 1966-
Colmier, Sofia; 1989-
Coloane, Francisco; 1910-2002
Colocci; Angelo 1467-1549
Colocviu Eça de Queiroz, Buscareti; 2005
Colodrero, Consuelo Pèrez; 1980-
Colodrero de Villalobos, Miguel; 1608-?
Coloma, Carlos; ca 1567-1637
Colombani; Paolo fl. 1760-1765
Colomb, Denise; 1902-2004
Colombe, Lodovico delle; fl. 1612-1656
Colombel, Robert; 1572 -1603
Colombia. Ministro de Comercio Exterior; 1991-1994 (Juan Manuel Santos)
Colombia. Ministro de Relaciones Exteriores; 192--192- (Ignacio Escallón)
Colombia. Presidente da República; 1938-1939 (Eduardo Santos)
Colômbia. Presidente de la República; 1986-1990 (Virgilio Barco)
Colombia. Presidente de la República; 19 - (Alfonso Lopez Michelsen)
Colômbia. Subsecretario General; 1986-1990 (Rodolfo Uribe Uribe)
Colombina, Francisco Tosi; 1701-?
Colomb, Louis Casimir; 1834-1890
Colombo, Andrés; 1911-
Colombo, Cristóvão; 1451?-1506
Colombo, Fernando; 1488-1539
Colombo, John Robert; 1936-
Colombo, Jorge; 1963-
Colombo, Michele; ?-1600
Colombo, Realdo; 1494-1559?
Colomer i Preses, Ignasi M.; 1915-
Colomés, Jean; 1914-1969
Colomies, Gil de; fl. 1552-1553
Colomies, Jacques; 1565?-1594
Colomies, Paul; 1638-1692
Colomiez, Arnaud, II; 1631-1666
Colomo, Isidro; 17--
Colona, Pietro; ca 1800
Colónia. Diocese. Concilio Provincial; 1536
Colonia, Giovanni de e Johann Manthen; 1474-1480
Coloniais Comparadas, 2, Porto; 2005
Colonna, Egidio; 1247-1316
Colonna, Fabio; 1580-1650
Colonna, Francesco, 1433-1527; O.P.
Colonna, Giovanni; ?-1297
Colonna, Marco Antonio Marsili; ?-1597
Colonna, Pietro; fl. 1767-1813
Colonna, Vittoria; 1492-1547
Colonne, Édouard; 1838-1910
Colonne, Guido delle; 12--
Colóqui ACT 12 - Romances de Alcácer Quibir, 12, Lisboa; 2004
Colóquio, 1, Lisboa; 1970
Colóquio 600 Anos da Feira Franca de Viseu; 1994
Colóquio A Administração Local e a Informação, Lisboa; 1987
Colóquio A Bioética e o Futuro, 1, Lisboa; 1994
Colóquio A Casa Literária do Arco do Cego, Lisboa; 2000
Colóquio Acessibilidades na Área Metropolitana, Lisboa; 2000
Colóquio a Cidade de Lisboa, Bucareste; 2006
Colóquio A Criança e a tradição oral, Guarda; 1998
Colóquio A Criança e o Desenho, Guarda; 1996
Colóquio A Criatividade na Educação, Ponta Delgada; 2006
Colóquio A Crise do Golfo e o Direito Internacional, Porto; 1991
Colóquio A Crise e o Direito, Lisboa; 2012
Colóquio ACT 10 - Connecting Peoples, Lisboa; 2003
Colóquio ACT 11 - Identidade com-sem limites? Lisboa; 2004
Colóquio ACT 13, Lisboa; 2005
Colóquio ACT 14, Lisboa; 2005
Colóquio ACT, 15, Lisboa; 2007
Colóquio Adaptação de Edifícios Históricos a Museus, Faro; 2003
Colóquio A Democracia e A Política Externa Portuguesa, Lisboa; 1999
Colóquio A Diáspora: Raízes e Realidades Culturais, Guimarães; 1998
Colóquio A Diplomacia na História de Portugal, Lisboa; 1988
Colóquio A Europa : Reflexões a Partir da História, Lisboa; 1994
Colóquio A Formação Pedagógica dos Professores no Ensino Superior, Lisboa; 2000
Colóquio A Globalização e a Economia Portuguesa, Lisboa; 1998
Colóquio Agostinho da Silva e o Espírito Universal, Sesimbra; 2006
Colóquio Agostinho da Silva, Lisboa; 2001
Colóquio Agricultura e Ambiente -O Futuro, Coimbra; 1995
Colóquio Agro-Barroso, 2, Boticas; 1982
Colóquio A História Militar de Portugal no Séc. XIX, 4, Lisboa; 1993
Colóquio A História numa Sociedade em Mudança, Lisboa; 2004
Colóquio A Historiografia Portuguesa de Herculano a 1950, Lisboa; 1977
Colóquio A Imprensa Cultural Portuguesa, 1937-1940 o Ano em que o Sol Nasceu;
Colóquio A Inclusão do Outro, Coimbra; 1997
Colóquio A Internacionalização da Economia e a Fiscalidade, Lisboa; 1993
Colóquio Alexandre Herculano Liberalismo e Romantismo, Santarém; 1997
Colóquio Alexandre Herculano, Lisboa; 1997
Colóquio A Linguística na Formação do Professor de Português, Porto; 2000
Colóquio A Memória da Nação, Lisboa; 1987
Colóquio à Memória de Victor Jabouille, Lisboa; 2003
Colóquio a Mulher na Sociedade Portuguesa, Coimbra; 1985
Colóquio A Mulher na Vida e Obra de Camilo, Vila Nova de Famalicão; 1995
Colóquio Antero de Quental 7, São João del-Rei; 2006
Colóquio Antero de Quental, Recife; Salvador 1991
Colóquio Anticlericalismo Português : História e Discurso, Aveiro; 2001
Colóquio Antoniano, [Lisboa]; 1982
Colóquio António Lobo Antunes na Roménia, Bucareste; 2004
Colóquio António Nobre em Contexto, Lisboa; 2000
Colóquio António Nobre, Porto; 2000
Colóquio António Tabucchi: geografia de um escritor inquieto, Lisboa; 1999
Colóquio Anual da Lusofonia, 3, Bragança; 2004
Colóquio Anual da Lusofonia, 5, Bragança; 2006
Colóquio Anual da Lusofonia, 6, Bragança; 2007
Colóquio Anual da Lusofonia SLP, 1, Porto; 2002
Colóquio Anual Internacional da Lusofonia, 4, Bragança; 2005
Colóquio Ao Encontro de Raul Brandão, Porto; 1999
Colóquio ao Serviço da Exportação, Lisboa; 1969
Colóquio A Poética da Cidade, Lisboa; 2002
Colóquio A Política da Habitação, Lisboa; 1997
Colóquio A Política das Cidades, Lisboa; 1997
Colóquio A Política de Concorrência na Perspectiva de 1992, Lisboa; 1988
Colóquio APOM 75, Lisboa; 1975
Colóquio APOM 76, Porto; 1976
Colóquio APOM 77; Ponta Delgada
Colóquio APOM 78; Coimbra
Colóquio APOM 85, Sintra; 1985
Colóquio APOM 87, Lisboa; 1987
Colóquio APOM 90; Funchal
Colóquio A Pré-História na Beira Interior, Viseu; 1998
Colóquio a Prevenção e o Desenvolvimento Industrial; 1 Lisboa
Colóquio A Produção Integrada e a Protecção Integrada, Lisboa; 2002
Colóquio a Recepção da Revolução Francesa em Portugal e no Brasil, Porto; 1989
Colóquio A Reforma do Pacto Social, Lisboa; 1999
Colóquio A Responsabilidade Civil Extracontratual do Estado, Lisboa; 2001
Colóquio Arqueológico de Viseu, 1o, Viseu; 1988
Colóquio Arte da Mesopotâmia, Lisboa; 2013
Colóquio Arte e Tecnologia, Lisboa; 1987
Colóquio Artes da Fala, Portel; 1996
Colóquio Arte(s) Estética(s), Seia; 2002
Colóquio Artes Plásticas, Santarém; 1998
Colóquio Arte & Viagem, Lisboa; 2012
Colóquio As Autarquias e A Informação às Mulheres, Lisboa; 1987
Colóquio As Hepatites B e C nos IRC da Região Centro, Coimbra; 1997
Colóquio As Linhas Míticas do Pensamento Português, Porto; 1994
Colóquio As Mulheres e o Estado, Figueira da Foz; 1997
Colóquio A Solidariedade entre as Gerações, Bruxelas; 1993
Colóquio Associativismo, Património, História, Arqueologia, Santarém; 2003
Colóquio As Teias que as Mulheres Tecem, Arrábida; 2002
Colóquio Audiovisual, que Estratégia?, Lisboa; 2001
Colóquio A Universidade e a Arte, Coimbra; 1990
Colóquio A Universidade e os Descobrimentos, Lisboa; [1991]
Colóquio Autarquias Locais e Desenvolvimento, Braga; 1991
Colóquio Autobiografia. Auto-Representação, 8, Lisboa; 2002
Colóquio Balcãs - 7 Visões, Lisboa; 1999
Colóquio Barthes, Lisboa; 1982
Colóquio Bento de Jesus Caraça e a Matemática; Guarda 2000
Colóquio Brasil Portugal - Unindo as suas margens do Atlântico, 8, Lisboa; 2013
Colóquio Brecht - Rahmenwechsel, Braga; 1997
Colóquio C1, Lisboa; 1981
Colóquio C2, Lisboa; 1981
Colóquio C3, Lisboa; 1981
Colóquio C4, Lisboa; 1982
Colóquio Caos e Meta-Psicologia, Lisboa; 1992
Colóquio Centenário da Publicação de Oaristos de Eugénio de Castro, Liège; 1999
Colóquio CIDINE, Santarém; 2003
Colóquio Ciência e Democracia, Lisboa; 1995
Colóquio Clássico, 2, Aveiro; 1997
Colóquio Clássico, 3, Aveiro; 1999
Colóquio Comemorativo de Centenário da Igreja da Torne, V. N. Gaia; 1995
Colóquio Comemorativo de São Frei de Santarém, Lisboa; 1991
Colóquio Comemorativo do 4o Centenário da Morte de Frei Luís de Granada;
Colóquio Comemorativo do 50o Aniversário da Morte de W. B. Yats, Coimbra; 1989
Colóquio Comemorativo do Centenário da morte do dramaturgo (1604-2004), 4;
Colóquio Comemorativo dos 150 Anos da Publicação de A Essência do Cristianismo;
Colóquio comemorativo dos 200 anos do nascimento de José Silvestre Ribeiro;
Colóquio Comemorativo dos 250 anos do Nascimento de Johann Wolfgang Goethe;
Colóquio Comemorativo dos 450 anos da Cidade de Ponta Delgada, Ponta Delgada;
Colóquio Comemorativo dos 50 anos do Tratado de Roma, Lisboa; 2007
Colóquio Comemorativo dos 600 anos do Convento do Carmo, Vila Nova de Ourém;
Colóquio Comemorativo dos 75 Anos da Faculdade de Farmácia, Coimbra; 1996
Colóquio Comemorativo do VI Centenário do Tratado de Windsor, Porto; 1986
Colóquio Concorrência em Portugal nos anos 80, Lisboa; 1984
Colóquio Conservação dos Recursos Vivos Marinhos, Lisboa; 1989
Colóquio Construção e Ensino da História de África, Lisboa; 1994
Colóquio ConTig no Dia Mundial do Ambiente, Lisboa; 2009
Colóquio Controvérsias Científicas e Filosóficas, Évora; 1985
Colóquio Corpo e Paisagem Românticos, Lisboa; 2003
Colóquio Crise de Sociedade, Crise de Civilização, Lisboa; 2001
Colóquio Cristinianismo na China, Fátima; 2003
Colóquio Cristóvão Colombo, a América e os Portugueses, Lagos; 1992
Colóquio da APC, 20, Lisboa; 2002?
Colóquio da APEC, 4 Faro; 2007
Colóquio da Associação Portuguesa de Estudos Clássicos, 4, Faro; 2007
Colóquio da City of London, 3, Porto; 1982
Colóquio da Exportação, Lisboa; 1965
Colóquio Da Formação ao Mercado de Trabalho, Lisboa; 2003
Colóquio Da Investigação à Prática - Interacções e Debates, Aveiro; 2008
Colóquio da Lusofonia, 13, Florianópolis; 2010
Colóquio da Lusofonia, 14, Bragança; 2010
Colóquio da Lusofonia, 15, Macau; 2011
Colóquio da Lusofonia, 16, Vila do Porto; 2011
Colóquio da Lusofonia, 17, Lagoa, São Miguel; 2012
Colóquio da Lusofonia, 18, Ourense; 2012
Cóloquio da Lusofonia, 19, Maia; Ribeira Grande 2013
Colóquio da Lusofonia, 21, Lomba da Maia - Açores; [2014]
Colóquio da Lusofonia, 22, Seia; 2014
Colóquio da Lusofonia, 7, Bragança; 2008
Colóquio Damião de Góis e o Seu Tempo (1502-1574), Lisboa; 2002
Colóquio da Primavera, 3, Braga; 2012
Colóquio da Qualidade, 13, Aveiro; 1987
Colóquio das Associações Económicas Portuguesas, 1, Luanda; 1963
Colóquio [da] Secção Portuguesa da AFIRSE -AIPELF, 11, Lisboa; 2001
Colóquio [da] Secção Portuguesa da AFIRSE-AIPELF, 12, Lisboa; 2002
Colóquio da Secção Portuguesa da AIFELF/AFIRSE, 9, Lisboa; 1999
Colóquio da Sociedade Portuguesa de Psicanálise, 3, Lisboa; 1987
Colóquio da Sociedade Portuguesa de Psicanálise, 4, Lisboa; 1988
Colóquio de Almeida Garrett a António Nobre, Maia; 2000
Colóquio de Arden House; 1979
Colóquio de Arqueologia do Alqueva, 3, Évora; 2001
Colóquio de Arqueologia e História do Concelho de Penamacor, 1, Penamacor; 1979
Colóquio de Artes Decorativas, 1, Lisboa; 2007
Colóquio de Artes Decorativas, 2, Lisboa; 2008
Colóquio-Debate a Energia, a Cultura e a Escola, Lisboa; 1991
Colóquio-Debate A Energia e o Público, Lisboa; 1990
Colóquio de Didáctica das Línguas-Culturas, Braga; 2008
Colóquio de Didáctica : Língua e Literatura, Coimbra; 2010
Colóquio de Direito Corporativo e do Trabalho, Braga; 1958
Colóquio de Direito da Insolvência de Santo Tirso, 1, Santo Tirso; 2014
Colóquio de Direito Internacional, Coimbra; 1997
Colóquio de Estatística e suas Aplicações, 1, Lisboa; 1976
Colóquio de Estética do Romantismo em Portugal, 1, Lisboa; 1970
Colóquio de Estudos Camilianos, Lisboa; 1990
Colóquio de Estudos Clássicos, Braga; 2005
Colóquio de Estudos de Tradução em Portugal, 5; Lisboa 2008
Colóquio de Estudos Etnográficos Doutor José Leite de Vasconcelos, Porto; 1958
Colóquio de Estudos Históricos Brasil/Portugal, 3, Belo Horizonte; 1996
Colóquio de Estudos Sobre a Arte Brasileira do Século XIX, 3, Rio de Janeiro;
Colóquio de Etnografia da Região Saloia, 1, Sintra; 1987
Colóquio de Filosofia da Educação, 1, Açores; 1997
Colóquio de Filosofia da Educação, 2; Ponta Delgada 1999
Colóquio de Filosofia e Literatura, 1, Lisboa; 2010
Colóquio de Filosofia e Literatura, 2, Lisboa; 2011
Colóquio de Gestão do Património Arqueológico, 1, Tomar; 1997
Colóquio de Hematologia Africana, 1, Lisboa; 1953
Colóquio de História Canario-Americana, 4, Las Palmas; 1980
Coloquio de Historia Canario-Americana, 5, Las Palmas; 1985
