Andrade, Mário de; 1928-1990
Andrade, Mário Jorge Nunes de; 1928-
Andrade, Mário Marques de; 1912-
Andrade, Martinho da Silva; 1974-
Andrade, M.; fl. ca 1915
Andrade, Miguel Fernandes de; 16---17--
Andrade, Miguel Garcia de; ca 18 - -
Andrade, Miguel Leitão de; 1553-1630
Andrade, Miguel Montenegro de; 1918-
Andrade, Miranda de; 1902-
Andrade, M. T. da V.; ca 18- -
Andrade, Nahyma Pinto; 1975-
Andrade, N. F. de; 1923-
Andrade, Nuno de; ca 18- -
Andrade, Nuno Luís Queiroz de; 1961-
Andrade; Olímpio de Sousa 1914-1980
Andrade, Onofre Lourenço de; ca 18- -
Andrade, Oswald de; 1890-1954
Andrade, Paes de; 1780-1855
Andrade, P. A. N. Freire de; ca 18- -
Andrade, Paulo Ferreira de; 17--
Andrade, Paulo Gonçalves de; fl. 16--
Andrade, Pedro José Oliveira de; 1951-
Andrade, Pedro Nicolau de; 16---17--
Andrade, Raul Moreira de; 1909-
Andrade, Rebelo; ca 18- -
Andrade, Regina Augusta de; ca 18- -
Andrade, Rita Clara Freire de; fl. 1781
Andrade, Rita Rebelo; 1976-
Andrade, Robert de; 1980-
Andrade, Rodrigo M. F. de; 1898-1969
Andrade, Rodrigo Rebelo de; 1981-
Andrade, Rogério de; 1895-1953
Andrade, Rosa Maria Toledo Godinho Lima; 1969-
Andrade, Rosário Rebelo de; 1953-
Andrade, Rui; 1922-2006
Andrade, Rui de; 1880-1967
Andrade, Rui Filipe Moreira; 1976-
Andrade, Rui Freire de; 159--1633
Andrade, Rui Manuel Todo Bom; 1978-
Andrade, Sebastião da Costa de; 15---1612
Andrade, Serenela; 1961-
Andrade, Sofia; 1978-
Andrade, Sophia; 1999-
Andrade, Teotónio Machado de; 1915-1986
Andrade, Teresa Alexandra Malveiro; 1973-
Andrade, Theophilo de; 18--
Andrade, Thereza Vialta de; 1939-
Andrade, Tiago Vieira; 1984-
Andrade, Tomás de; ca 18- -
Andrade, Tristão de; 1979-
Andrade, Vanda Maria Falcão Espada Lopes de; 1970-
Andrade, Vasco; ca 18- -
Andrade, Vicente de Paula; 1939-
Andrade, Wilmar Silva de; 1975-
Andraz, Jorge Miguel; 1965-
Andrea, Alexandro; 1519-?
Andrea, Álvaro de Carvalho; 1907-1962
Andrea, Álvaro de Oliveira Soares; 1864-1910
Andrea, Álvaro José de Sousa Soares de; ?-1883
Andrea, Bernardo José de Sousa Soares de; 1795-1844
Andrea da Barberino; 1370-?
Andreae, Antonius, ?-1320; O.F.M.
Andrea, Eduardo Ismael dos Santos; 1879-1937
Andreae, Johann Benjamin; 1705-1778
Andreae, Johann; fl. 1666-1693
Andreae, Johann Philipp; 1680-1722
Andreae, Johann Philipp; fl. 1682
Andreae, Simon; 1966-
Andrea, Giovanni d'; ca 1270-1348
André, Albino; 1926-
André, Alix; 1897-?
Andrea, Mário; 1943-
André, Ana Isabel Duarte; 1985-
Andreas-Salomé, Lou; 1861-1937
Andreas, Valerius; 1588-1655
Andreas von Austria; 1558-1600
Andreas, Willy; 1884-1967
Andrea, Tomás José de Sousa Soares de; 1824-?
Andreau, Jean; 1939-
Andréa, Yann; 1952-2014
Andrea, Zoan; fl. 1475-1505
Andreazza, Mário; 1918-
André, Carlos Alberto Martins; 1961-
André, Carlos Ascenso; 1953-
André de Faro, ?-1678; S.J.
André de Guimarães, 15---1632; O.F.M.
Andre De Neufchateau; fl. 13--
Andrée, Richard; 1835-1912
Andrée, Salomon Auguste; 1854-1879
Andréev, Leinid; 1871-
Andreev, Leonid; 1871-1919
André, Fernando Martins; 1982-
André, fl. 1517; O.F.M.
André; fl. 1762
André François de Tournon fl. 172-; O.M.Cap.
André, Gaspard; fl. 1768-1801
André, G.; fl.1771-1801
André, Isabel Margarida; 1956-
André, Jaime; 1975-
André, Jean-Marie; 1930-
André, J. L. da Costa; 1933-
André, Joana; 1991-
André, João, fl. 1729; S.J.
André, João Maria; 1954-
André, Johann; 1741-1799
André, Johann Anton; 1775-1842
André, Jorge Manuel Leocádio; 1966-
Andrelini, Publio Fausto; 1461?-1518
André, Louis; 1867-1948
André, Lucas; fl. 16--
André; M. 18--
André, Manuel Rosário; 1928-
André, Maria Adenoalda Goulard; 1929-
André, Maria Bárbara Serrano; 1947-
Andreoli, Guglielmo; 1835-1860
Andreoni, Giovanni Antonio, 1649-1716; S.J.
Andreozzi, Gaetano; 1755-1826
André, Rebeca Helena; 1964-
Andrès Carratalà, Maria Asunción; 1959-
Andresen, Gustavo de Melo Breyner; 1923-
Andresen, João; 1920-1967
Andresen, Maria Teresa Lencastre de Melo Breiner; 1957-
Andresen, Sofia de Melo Breyner; 1919-2004
Andrés-Gallego, José; 1944-
André, Sílvio Albino Agostinho; 1988-
Andrés, Isidoro Francisco, 1708-1785; O.S.B.
Andrés Pérez, Carlos; 1922-2010
Andrés Rodríguez; José 1976-
Andres, Stefan; 1906-1970
André, Susana; 1972-
Andreu, António Juan; 1560-1603
Andreu, Jacinto; fl. 1674
Andréu, José; fl. 1890-1900
Andreu, Lorenzo; ca 19--
Andrews, Andy; 1959-
Andrews, Bruce; 1948-
Andrews, Charles McLean; 1863-1943
Andrews, Hugh; fl. 179-
Andrews, John; 1736-1809
Andrews, Julie; 1935-
Andrews, Val; 1926-2006
Andrews, V. C.; 1923-1986
André, Xavier Jean; 1917-2003
Andrez, Pedro; 1985-
Andriane, Marayat Rollet; 1932-
Andric, Ivo; 1892-1975
Andriesanu, Mircea; 1928-
Andrieu, Pierre; 1893-
Andringa, Diana; 1947-
Andriola, Alfred; 1912-1983
Andronikof, Constantin; 1916-
Androzzi, Fulvio, 1523-1575; S.J.
Andry, Nicolas; 1658-1742
Andrzejewski, J.; 1909-
Aneau, Barthélemy; ca 1505-1561
Aneiros Díaz, Rosa; 1976-
Anelli, Angelo; 1761-1820
Anerio, Felice; ca. 1560-1614
Anero Puente, Manuel de; 17--
Anes, Ana; 1973-
Anes, Elsa Maria Ribeiro dos Santos; 1964-
Anes, José; 1944-
Anestin, Ion; 1900-1963
Anet, Jean-Jacques-Baptiste; 1676-1755
Anfossi, Pasquale; 1727-1797
Angeja; 7a Marquesa de
Angeja, António Manuel Ferreira; 1959-
Angela da Foligno, Santa; 1248?-1309
Ángel de Bunes, Miguel; 1959-
Angelelli, Francisco Maria; ca 1770-1838
Angeleri, Paolo; 1924-
Ángeles, Juan de los, ?-1609; O.F.M.
Angeletti, Pietro; fl. 1758-1786
Angel, Gonçalo Rodrigues; 15---16--
Angeli, Bonni de; 16---17--?
Angélico, Filomena Vieira; 1960-
Angelieri, Giorgio; fl. 1562-1600
Angeli, Johannes; ?-1512
Angeli, Niccolo; 1448-ca. 1529
Angelini, Fiorenzo; 1916-2014
Angelino, Jorge; 1954-
Angelin, Rosângela; 1974-
Angeli, Pietro; 1517-1596
Angelis, Paoli; 1580-1647
Angelis, Pedro de; fl. 1855
Angelita, Girolamo; 14-- -15?
Angell, James Rowland; 1869-1949
Angell, Judie; 1937-
Angell, Norman; 1874-1967
Angel, Lopo Duarte; 15---16--
Ángel Mañas, José; 1971-
Ângelo, Adelino; 1931-
Angelo, Bartolommeo d'; ?-1584
Angelo de Savigliano; fl. 1521
Ângelo, Inês Salgueiro; 1977-
Angelo, Jacopo d'; 14-- 15--
Ângelo, Manuel Blásio; fl. 174-
Angelo, Miguel; 1966-
Ângelo, Miguel; 1966-
Angelomus, Monge de Luxeuil; ?-1530
Angelomus, monge de Luxeuil; ?-855
Angelo, N.; fl. 1792
Ângelo, Paula Cristina da Silva; 1970-
Angelopoulos, Angelos Theodorou; 1904-1995
Ângelo, Rui Pedro Castela Pacheco Almeida; 1976-
Angelou, Maya; 1928-2014
Angel, Pedro; fl. 159-
Angelucci, Angelo; 1820-1892
Angelucci, Teodoro; ?-ca 1600
Angelus de Cingulo, 1245-1337; O.F.M.
Angelus de Clavasio, 1411-1495; O.F.M.
Anger, Kenneth; 1927-
Angermüller, Rudolph; 1940-
Angerri, José; 1896-1964
Angers, Maurice; 1944-
Anghel, Golgona; 1979-
Anghiera, Pietro Martire de; 1455-1526
Angier, Michel; 14-- -1566?
Angiolini, Pietro; fl. 1782-1808
Angiulli, Andrés; 1837-1890
Anglada, Maria Àngels; 1930-1999
Anglada, Mauricio; fl. 1594
Anglès, Higini; 1888-1969
Anglés, José, fl. 15--; O.F.M.
Anglés, Rafael; 1730?-1816
Anglin, João H.; 1894-1975
Anglo-Czech Conference of Information Specialists, 2, London; 1967
Anglois, Giorgio; 17---183-
Anglund, Joan Walsh; 1926-
Angola. Alto Comissário; 1921-1924 (Norton de Matos)
Angola e Congo. Bispo; 1932-1976 (Moisés Alves de Pinho)
Angola. Governador; 1912-1915 (Norton de Matos)
Angola. Governador-Geral; 1909-1910 (José Augusto Alves Roçadas)
Angola. Governador-Geral de; 1912-1915 (Norton de Matos)
Angola. Governador-Geral de; 1921-1924 (Norton de Matos)
Angola. Governo Geral; 1962-1966 (Silvino Silvério Marques)
Angola. Presidente da República; 1975-1979 (Agostinho Neto)
Angola. Presidente da República; 1979- (José Eduardo dos Santos)
Angolini, Luca; fl. 1817-1819
Angot, Charles; 1848-1924
Angot, Christine; 1959-
Angoulvent, Paul J.; 1899-
Angra, Alfredo; 1845-1927
Angra do Heroísmo. Bispo; 1564-1566 (Manuel de Almada)
Angra do Heroísmo. Bispo; 1783- (José de Avé Maria Leite Costa e Silva)
Angra do Heroismo. Bispo; 186- (Estevão de Jesus Maria)
Angra do Heroísmo. Bispo; 1872- (João Maria Pereira do Amaral e Pimentel)
Angra do Heroismo. Bispo; 1996- (António de Sousa Braga)
Angra do Heroísmo. Governador Civil; ca 1875- (Gualdino Alfredo Lobo de Gouveia
Angra do Heroísmo. Governador Civil; ca 1904- (Conde de Siueve de Menezes)
Angriani, Michele, ca 1320-1400; O.C.
Angst, Fritz; 1944-1976
Angström, Anders; 1814-1874
Ánguelov, Dimíter; 1945-
Anguiano, Matheo; 15- O.F.M.cap.
Anguillara, Giovanni Andrea dall; 1517--1570
Anguillesi, P.; fl. 1823
Anguita, José Maria; 1832-
Angulo, Andrés de; 1545-?
Angulo, Andrés de; 1555-1578
Angulo, Ernesto Raul; 1955-
Angulo Guridi, Alejandro; 1819-1903
Angulo Iñiguez, Diego; 1901-
Angulo, Paul; ?-1892
Angulo Ponce, María Juana; 1931-
Aníbal, António Anselmo; 1942-
Aníbal Niño, Jairo; 1941-
Anica, Arnaldo Casimiro; 1926-
Anica, Aurízia; 1957-
Anica, Jacinto; 1974-
Anica, Miguel Gomes da; fl. 1955-1956
Animação da Área do Chiado, 2, Lisboa; 1985
Aniñon, Miguel de; 1528-?
Anisson, Jacques, [I]; 1672-1714
Anisson, Jacques, [I]; fl. 1672-1714
Anisson, Jean; 1642?-1721
Anisson, Laurent; ca 1658-1690
Anisson, Laurent; fl. 1632?-1672
Anisson, Louis Laurent; fl. 1723-1733
Anisson, Posuel & Rigaud; 1675-1694
Aniversário da Revolução Nacional; 21
Aniversário Inter-Atrium Exposições de Arte, 17, Porto; [2001]
Anjeja, 1.o Marquês de;
Anjo, A. César; 1915-1969
Anjo, A. J. Batel; 1964-
Anjo, César; 1890-1959
Anjo Júnior, António Martins; ca 18--
Anjo, Maria Isabel César; 1927-2013
Anjos, Alfredo Ferreira dos; ca 1873
Anjos, Amaro dos, 16---1729; C.S.S.J.E.
Anjos, Ambrósio dos, 15---16--; O.E.S.A.
Anjos; Ana 1973-
Anjos, Antónia Maria dos; 18--
Anjos, António dos; 1976-
Anjo, Sara; 1982-
Anjos, Arlete; 1947-
Anjos, Augusto dos; 1884-1914
Anjos, Carla; 1970-
Anjos, Cyro dos; 1906-1994
Anjos, Dionísio dos, ca 1588-1654; O.E.S.A.
Anjos, Emilia dos; 1846-19--
Anjos; Fátima 1955-
Anjos, Gaspar dos, 16---1720; C.S.J.E.
Anjos, Gonçalo Nuno Sardinha dos; 1981-
Anjos, Guilhermina Rosa Marques dos; 1855-1919
Anjos, Hermínio dos; fl. 187-
Anjos, Hernâni; 1922-1973
Anjos, João; ca 18- -
Anjos, João Maria dos; 1856-1889
Anjos, Joaquim dos; 1856-1918
Anjos, Joel; 1994-
Anjos, José Anilto dos; 1957-
Anjos, José dos, C.S.S.J.E.; 1664-1731
Anjos, José dos, Frei; fl. 1794
Anjos, José Zacarias dos; 1819-?
Anjos Júnior, Luís Lopes B. dos; ca 1882
Anjos, Luís dos, 15---1625; O.E.S.A.
Anjos, Luís dos, 15---16--; O.F.M.
Anjos, Luís dos, fl. 1642; O.C.R.S.A.
Anjos, Manuel dos, 15---1634; O.F.M.
Anjos, Manuel dos, 1595-1653; O.F.M.
Anjos, Manuel dos; 17--?
Anjos, Maria de Lurdes dos; 1950-
Anjos, Maria do Rosário Alves Ferreira dos; 1961-
Anjos, Sofia; 1975-
Anjos, Susana Clara Barão Lopes da Silva dos; 1973-
Anjos, Tiago; 1984-
Anker, A.; 1831-1910
Ankiewicz, Amélia Olga Gonçalves; 1982-
Annan, Kofi; 1938-
Annan, Noel Gilroy; 1916-2000
Année Européenne pour la Sécurité, L'Hygiéne et la Santé de Travail; 1992
Anner, Emil; 1870-
Annett, R. Ross; 1895-
Annual American Print Conference, 10, Washington; 1979
Annual Artexpo, 11, Nova York; 1990
Annual Artexpo, 13, Nova York; 1991
Annual Conference of the Association for Canadian Studies, 22, Montréal; 1995
Annual Conference of the Association for Teacher Education in Europe, 18;
Annual Conference of the EIBA, 19, Lisboa; 1993
Annual Conference of the European Academy of Occupational Health Psychology, 6;
Annual Conference of the European Cetecean Society, 2, Tróia; 1988
Annual Conference of the IEEE Industrial Electronics Society, 35, Porto; 2009
Annual Conference of the International Association of Cancer Registries, 21;
Annual Conference of the ISBNPA, Lisboa; 2009
Annual Conference on Renal Disease and Hypertension, VI, Atlanta; 1967
Annual Congress held at New University of Lisbon, 5; 1990
Annual Congress of the European Association for Behaviour Therapy, 22, Coimbra;
Annual Congress of the European College of Sport Science, 13, Estoril; 2008
Annual Convention of the Music Teachers National Association, 6, Washington;
Annual Forum 2000 Conference, 13, Prague; 2009
Annual Forum 2000 Conference, 14, Praga; 2010
Annual International Gatherings in Biosemiotics, 10, Braga; 2010
Annual Meeting European Association of Archaeologists 6, Lisboa; 2000
Annual Meeting Mississippi Vallery Historical Association, 46; 1953
Annual Meeting National Advisory Board Council, 20, Washington; 1960
Annual Meeting of European Association for the Study of Diabetes, 47, Lisbon;
Annual Meeting of the Canadian Aural/Oral Historiy Association, 2nd;
Annual Meeting of the EASD European Association for the Study of Diabetes, 44;
Annual Meeting of the European Association for Animal Production, 40, Dublin;
Annual Meeting of the International Society of Electrochemistry, 45, Porto;
Annual Meeting of the National Society for Autistic Children, Washington; 1972
Annual Meeting of the Portuguese Society Electron Miscrocopy, 12, Porto; 1977
Annual Meeting of the Portuguese Society of Animal Pathology, 16; Lisboa 2011
Annual Meeting of the Spanish Society of Veterinary Anatomical Pathology, 23;
Annual Meeting The Southern Historical Association, 18, Knoxville; 1952
Annual S.W.I.F.T. International Banking Operations Seminar, 16, La Hulpe; 1993
Annual Workshop HP Open View University Association, 12, Porto; 2005
Annuelle Assembly, 44, Lisbon; 1998
Anónimo IV, CS i; fl. 1270-1280
Anot; 1763-1823
Anouilh, Jean; 1910-1987
Anquetil; 1723-1806
Ansaldi, Jean; 1934-
Ansart; Pierre 1922-
Anschutz, R. P.; 1902-
Anscombe, G. E. M.; 1919-2001
Ansdell, Richard; 1815-1885
Anselin, Jean-Louis; 1754-1823
Anselmi, Secondini; fl. 1786-1812
Anselmo ?-1210; Bispo de Marsico
Anselmo, Ana Maria Carneiro; 1955-
Anselmo, Anton; ca. 1580-1668
Anselmo, António Joaquim; 1876-1925
Anselmo, Artur; 1940-
Anselmo, Bispo de Marsico; ?-1210
Anselmo de Laon; ca 1050-ca 1117
Anselmo de Turmeda; 1355–1423
Anselmo, Domenico de; 16--
Anselmo, Domenico d'; fl. 1675-1676
Anselm of St Saba; ?-1148
Anselmo, Manuel; 1911-
Anselmo, Maria da Piedade Raposo; 1919-
Anselmo, Rosa Maria; 1958-
Anselmo, Santo, 1033-1109; O.S.B.
Anselmo, Tânia Patrícia Alves; 1984-
Anse, Luggert van; fl. 1690-1716
Ansermet, Ernest Alexandre; 1883-1969
Anshelm, Thomas; ca 1465-1523
Anshen, Ruth Nanda; 1900-2003
Ansião; 2009
Anson, George; 1697-1762
Anstey; Caroline440
Ansur, Alfredo; 1849-1927
Answaarden, Robert van; 1933-
Antal, Tamás; 1978-
Antão, Ana; 1966-
Antão, Ana Maria de Morais Caldas; 1958-
Antão, Faustino Ramos; 1949-
Antão, Joana Margarida Facas Custódio Figueira; 1977-
Antão, Maria Odete de Almeida; 1944-
Antão, Mário Alexandre Guerreiro; 1965-
Antão, Mário Patinha; 1945-
Antão, Nelson Verde; 1976
Antas; 1o Barão das
Antas; 1o Conde das
Antas; 1o Visconde das
Antas, Ana Filipa Felgueiras; 1982-
Antas, António do Carmo Pinto de Figueiredo Mendes; fl. 1808-1828
Antas, António Firmo de Azeredo; 1869-1949
Antas, Conde das; 1794-1852
Antas, João; 1943-
Antas, João Baptista Castro Morais; fl. 1848
Antas, Miguel Martins de; 1823-1910
Antegnati, Costanzo; 1549-1624
Antequera y Arteaga; Pedro 16--
Antero, Adriano; 1846-1934
Antero de Quental et l'Europe, Paris; 1991
Antero, Fernando; ?-198-
Antevisão do Museu Ibérico de Arqueologia e Arte, 6, Abrantes; 2014
Anthéaume, Baptiste; fl. ca. 1700
Anthelme, Paul; 1851-1914
Anthoine, Edouard; 1844-1919
Anthoine, Hubert; 1598-1630
Anthonioz, Pierre Marc; 1936-
Anthony, Evelyn; 1928-
Anthony, Gordon; 1902-1989
Anthony, Maria; 1958-
Anthony, Patricia; 1947-
Antillón, Isidore de; 1778-1814
Antipa, Gregório; 1867-1944
Antíqua 82; Braga
Antiqua 84; Braga
Antiquis, Giovanni Giacomo de; fl. 1574-1608
Antist, Vicente Justiniano, 1544-1599; O.P.
Antognazza, Maria Rosa; 1964-
Antoine, André; 1858-1943
Antoine, Aristide; 1891-?
Antoine, Charles; 1847-
Antonelli, Cristiano; 1951-
Antónia, fl. 1528-1551; O.P.
Antoniewicz, Wlodzimierz; 1893-
Antoni, Klaus; 1953-
Antonini, Annibale; 1702-1755
Antonini, Antonino; fl. 18--
Antonini, Carlo; 1740-1821
Antoni, Nicola de; fl. ca. 1790-1800
Antonini, Luigi; fl. ca 1810
Antonino de Florença, Santo, 1389-1459; O.P.
Antonino Pio, Imperador de Roma; 86-161
Antonino, Santo, 1389-1459; O.P.
Antoninus, Marcus Aurelius, Imperador de Roma; 121-180
Antonio; 1921-1996
António; 1953-
Antonio, Aleixo, 1711-1754; S.J.
António, Ana Isabel Marcos; 1970-
António, Bento; fl. 1750
António, Bernardo; fl. 1749
Antonio Caro, Miguel; 1843-1909
António Costa Abrantes; 1950-
António, Cremilda Teresa; 1959-
António, Damásio; 1981-
Antonio da Siena; 1396-1487
Antonio, da Vercelli; ?-1483
António de Altamira, 14---15--; O.F.M.
Antonio de Aranda, fl. 15--; O.F.M.
António de Beja, fl. 1493-?; Jer.
António de Coimbra, ca 1544; O.S.J.
Antonio de Córdoba, 1485-1578; O.F.M.
António de Holanda; 1480?-1556
Antonio de Nebrija; 1444-1522
Antonio de Nebrija, herdeiros; 15--
António de Portalegre, ?-1593; O.F.M.
António de Sena, ?-1584 ou 1586; O.P.
António de Setúbal, fl. 16--; O.F.M.
António de Tomar, fl. 1624; O.F.M.
Antonio, de Zamora; fl. 1551
Antonio de Zamora; fl. 1700
António, Domingos, 1710-depois de 1780; S. J.
António, fl. 15--; O.E.S.P.
António, Francisco, 1535-1610; S.J.
António, Francisco; ?-1775
António, Imma; 1968-
António, João; 1937-1996
António, Jorge; 1966-
António, José; 192-
António, José; 1952 -
António, José; 1960-
António, José, Presbítero; fl. 1759
António, Julião; 1946-
António, Julieta Maria Pires; 1965-
António, Lauro; 1942-
António, Lino; 1898-1974
António, Luís; fl. ca 1821
Antonio, Manoel; 1900-1930
António, Manuel, 1720-?; O.F.M.
Antonio, Manuel; 1900-1930
António, Manuel de D.; fl. 1744
António, Manuel; fl. 175--1774
António, Marçal; 1820-1867
Antonio, Marco de; fl. 1608-1609
António, Marco; fl. 186-
António, Maria Catarina Inácio; 1935-
António, Maria Fernanda; 1963-
António, Maria João Pégo; 1965-
António Maria Mourinho, Porto; 1999
António, Mário; 1934-1989
António, Mestre; fl. 1486
António, Miguel; 1986-
António, Miguel Félix; 1962-
Antonio Mosquera, Evaristo; 1909-
Antonio, Nicolás; 1617-1684
Antonioni, Michelangelo; 1912-2007
António, Patrícia João Paquim Gonçalves Santos; 1977-
António, Prior do Crato; 1531-1595
António, Rafael; 1949-
Antonio Rivera, Juan; 1958-
Antonio, Rosana; 1974-
António, Rui Pedro; 1971-
António, Santo, 1195-1231; O.F.M.
António, Sebastião de D.; fl. 1744
Antonius de Bitonto, ?-1459; O.F.M.
Antonius, Wilhelm; fl. 1593-1611
Antonova, Irina; 1922-
Antonucci, Giovanni Battista; fl. 15--
Antschel, Paul; 1920-1970
Antunes, A. Bacelar; 1939-
Antunes, Acácio; 1853-1927
Antunes, Adelino J.; 1950-
Antunes, Alexandra; 1979-
Antunes, Alexandra de Carvalho; 1971-
Antunes, Alfredo; 1935-
Antunes, Ana; 1962-
Antunes, Anabela dos Santos; 1975-
Antunes, Anacleto Camilo; ca 1812
Antunes, Ana Cristina Brites; 1967-
Antunes, Ana Luisa Lopes; 1971-
Antunes, Ana Marta Assunção; 1984-
Antunes, Ana Paula; 1961-
Antunes, Ana Paula Jerónimo; 1961-
Antunes, Ana Sofia Tamissa Ganhão; 1976-
Antunes, António; 1875-?
Antunes, António Bacelar; 1939-
Antunes, António Basilio; ca 18- -
Antunes, António Jorge Pais; 1968-
Antunes, António José; ca 18- -
Antunes, António José Pais; 1955-
Antunes, António Lobo; 1942-
Antunes, António Marques; 1941-
Antunes, António Pires; ca 18--
Antunes, António Sebastião; 1932-
Antunes, António Vaz; 1923-
Antunes, Artur José; ca 18- -
Antunes, Bernardo; ca 18- -
Antunes, Bonifácio; ca 18--
Antunes, Bruno Emanuel Machado; 1982-
Antunes, Carla; 1963-
Antunes, Carla; 1974-
Antunes, Carla; 1981-
Antunes, Carlos; ca 18- -
Antunes, Carlos de Carvalho; 1975-
Antunes, Carlos Henggeller; 1959-
Antunes, Catarina Isabel Carvalho; 1979-
Antunes, Cátia; 1976-
Antunes, Célia Maria Miguel; 1969-
Antunes, Cláudio Olímpio Dias; ca 18- -
Antunes, Daniel Lobo; 1977-
Antunes, David João Neves; 1969-
Antunes, Delfina; 1957-
Antunes, Diogo Miguel; 1989-
Antunes, Dulce; 1979-
Antunes, Elisabete; 1976-
Antunes, Estêväo; fl. 16--
Antunes, Eurico S.; ca 18- -
Antunes, Fernando Augusto Ferreirinha; 1943-
Antunes; Fernando dos Santos 1968-
Antunes, Fernando José Nunes; 1969-
Antunes, Fernando Machado; 1955-
Antunes, Francisco; 1922-
Antunes, Francisco; 1943-
Antunes, Francisco; ca 18- -
Antunes, Francisco José Nibau; 1987-
Antunes, Francisco Xavier; 1911-1964
Antunes, Gonçalo; 1985-
Antunes, Isaac; ca 18- -
Antunes, Isabel; 1941-
Antunes, Isabel Margarida Horta Ribeiro; 1970-
Antunes, Ivone Leitão Agostinho da Silva de Neves; 1941-
Antunes, Jaime; 1954-
Antunes, Jaime Manuel Martins; 1953-
Antunes, João; 16---1731
Antunes, João, ?-1747?; C.O.
Antunes, João; 1885-1956
Antunes, João Alexandre Simões; 1981-
Antunes, João; ca 1650-1712
Antunes, João de Canto e Castro Silva; ?-1934
Antunes, João José Pereira da Silva; 1946-
Antunes, João Lobo; 1915-
Antunes, João Lobo; 1944-
Antunes, João Marques; ca 18--
Antunes, Jorge; 1942-
Antunes, Jorge; ca 18- -
Antunes, Jorge Manuel Afonso; 1973-
Antunes, Jorge Manuel Nascimento do Val; 1968-
Antunes, José; 1928-
Antunes, José; 1937-2010
Antunes, José; 1962-
Antunes, José António; 1963-
Antunes, José Eiras; 1960-
Antunes, José Engrácia; 1961-
Antunes, José; fl. 16---17--
Antunes, José Francisco Damas; 1956-
Antunes, José Freire; 1954-2015
Antunes, José Luís Sobreda; 1954-
Antunes, José Ricardo da Costa Silva; 1831-?
Antunes, J. Sanchez; 1944-
Antunes, Júlio de Oliveira; ca 18--
Antunes Júnior, António Augusto; 1891-1960
Antunes, Leonor; 1963-
Antunes, Lucinda Aranha; 1946-
Antunes, Luís Dias; 1937-2010
Antunes, Luís Frederico Dias; 1954-
Antunes, Luis Medeiros; 1889-?
Antunes, Luís Pequito; 1957-
Antunes, Manuel; 1918-1985
Antunes, Manuel Augusto Lima Engrácia; 1956-
Antunes, Manuel; ca 18- -
Antunes, Manuel Damaso; ca 18- -
Antunes, Manuel de Azevedo; 1946-
Antunes, Manuel; fl. 16--
Antunes, Marco António Ribeiro; 1983-
Antunes, Marco Lourenço; 1974-
Antunes, Maria Amélia; 1952-
Antunes, Maria Augusta da Gama; 1960-
Antunes, Maria Augusta Quaresma; 1964-
Antunes, Maria do Rosário Nogueira; 1978-
Antunes, Maria Fernanda Ferreira; 1974-
Antunes, Maria Irandé Costa Morais; 1937-
Antunes, Maria Isabel; 1951-
Antunes, Maria Joäo Cardona C.; 1960-
Antunes, Maria José Lobo; 1971-
Antunes, Maria Margarida Feitor Pintão Moreno; 1981-
Antunes, Maria Margarida Valadas Mendes Teixeira de Sousa Duarte; 1961-
Antunes, Mariana; 1981-
Antunes, Maria Ofélia Seixas de Azambuja Fonseca; 1970-
Antunes, Marília Margarida Vaz; 1977-
Antunes, Marine; 1990-
Antunes, Melo; 1933-1999
Antunes, Miguel; ca 18- -
Antunes, Miguel Lobo; 1948-
Antunes, Miguel Teles; 1937-
Antunes, Mónica Sofia do Couto; 1981-
Antunes, M. S. Teles; 1937-
Antunes, M. T.; 1905-1965
Antunes, Nídia Horta; 1929-
Antunes, Nuno; 1970-
Antunes, Nuno Lobo; 1954-
Antunes, Nuno Miguel Serra; 1970-
Antunes, Paula Maria Barreto; 1967-
Antunes; Paulo dos Santos 1978-
Antunes, Paulo Fernando da Costa; 1977-
Antunes, Pedro Agostinho da Silva Baila Madeira; 1970-
Antunes, Pedro Alexandre de Almeida do Vale; 1972-
Antunes, Pedro A. M.; 1964-
Antunes, Pedro Manuel Quelhas Lima Engrácia; 1963-
Antunes, Prisco; ca 18- -
Antunes, Raquel João Fialho; 1979-
Antunes, Ricardo; 1978-
Antunes, Ricardo; 1979-
Antunes, Ricardo José dos Santos; 1974-
Antunes, Rita; 1972-
Antunes, Salazar; fl. 1943
Antunes, Sandra; 1977-
Antunes, Sara Cristina Ferreira Marques; 1975-
Antunes, Sílvia Maria Luís; 1962-
Antunes, Sónia Marina Lopes da Silva; 1976-
Antunes (Tasso), Álvaro; fl. 192-
Antunes, Tibério; 1915-
Antunes, Tomás Quintino; 1820-1898
Antunes, Vitor Águas; 1945-
Antunes, Xavier; 1967-
Antzenberger, Joseph; 1839-1901
Anuário Internacional de Comunicação Lusófona; 2010
Anunciação, António da; 1691-? O.E.S.A.
Anunciação, Carlos; 1962-
Anunciação, Francisco da, 1668-1720; O.S.A.
Anunciação, Gabriel da, 15---1644; C.S.S.J.E.
Anunciação, João de Nossa Senhora da, 1718-?; O.S.A.
Anunciação, Lourenço Justiniano da, 1678-1755; C.S.J. Evang.
Anunciação, Luís da, 1639-1709; C.S.J.E.
Anunciação, Manuel da, fl. 1751; O.P.
Anunciação, Miguel da; 1703-1779
Anunciação, Tomás José da; 1818-1879
Anunciada, João da, 1785-1847; O.S.A.
Anušauskas, Arvydas; 1963-
